Fault_Node,Fault_Type,Detected,Test_Cube,Solve_Time_s
G341gat,sa1,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=X G17gat=X G21gat=1 G24gat=1 G27gat=X G30gat=X G34gat=1 G37gat=1 G40gat=X G43gat=X G47gat=1 G50gat=1 G53gat=X G56gat=X G60gat=1 G63gat=1 G66gat=X G69gat=X G73gat=1 G76gat=1 G79gat=X G82gat=X G86gat=1 G89gat=1 G92gat=X G95gat=1 G99gat=1 G102gat=1 G105gat=0 G108gat=1 G112gat=0 G115gat=1,0.014834
G342gat,sa0,YES,G1gat=1 G4gat=1 G8gat=1 G11gat=1 G14gat=0 G17gat=X G21gat=1 G24gat=1 G27gat=1 G30gat=X G34gat=1 G37gat=1 G40gat=1 G43gat=X G47gat=1 G50gat=1 G53gat=1 G56gat=1 G60gat=1 G63gat=1 G66gat=0 G69gat=X G73gat=1 G76gat=1 G79gat=X G82gat=X G86gat=1 G89gat=1 G92gat=X G95gat=X G99gat=1 G102gat=1 G105gat=X G108gat=X G112gat=1 G115gat=X,0.011849
G342gat,sa1,YES,G1gat=0 G4gat=1 G8gat=0 G11gat=1 G14gat=0 G17gat=X G21gat=X G24gat=1 G27gat=X G30gat=X G34gat=X G37gat=1 G40gat=X G43gat=X G47gat=X G50gat=0 G53gat=X G56gat=1 G60gat=1 G63gat=X G66gat=0 G69gat=X G73gat=X G76gat=X G79gat=X G82gat=X G86gat=X G89gat=X G92gat=X G95gat=X G99gat=X G102gat=X G105gat=X G108gat=X G112gat=X G115gat=X,0.007799
G343gat,sa0,YES,G1gat=0 G4gat=1 G8gat=0 G11gat=1 G14gat=1 G17gat=X G21gat=X G24gat=1 G27gat=X G30gat=X G34gat=X G37gat=1 G40gat=X G43gat=X G47gat=X G50gat=1 G53gat=X G56gat=X G60gat=X G63gat=1 G66gat=X G69gat=X G73gat=X G76gat=1 G79gat=X G82gat=X G86gat=X G89gat=1 G92gat=X G95gat=X G99gat=X G102gat=0 G105gat=X G108gat=1 G112gat=0 G115gat=0,20.001264
G343gat,sa1,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=X G17gat=X G21gat=1 G24gat=1 G27gat=X G30gat=X G34gat=1 G37gat=1 G40gat=X G43gat=X G47gat=1 G50gat=1 G53gat=X G56gat=X G60gat=1 G63gat=1 G66gat=X G69gat=X G73gat=1 G76gat=1 G79gat=X G82gat=X G86gat=1 G89gat=1 G92gat=X G95gat=1 G99gat=0 G102gat=1 G105gat=1 G108gat=1 G112gat=1 G115gat=0,0.02793
G344gat,sa0,YES,G1gat=1 G4gat=1 G8gat=1 G11gat=1 G14gat=0 G17gat=X G21gat=1 G24gat=1 G27gat=1 G30gat=X G34gat=1 G37gat=1 G40gat=1 G43gat=X G47gat=1 G50gat=1 G53gat=1 G56gat=X G60gat=1 G63gat=1 G66gat=1 G69gat=1 G73gat=1 G76gat=1 G79gat=0 G82gat=X G86gat=1 G89gat=1 G92gat=1 G95gat=X G99gat=1 G102gat=1 G105gat=X G108gat=X G112gat=1 G115gat=X,0.012905
G344gat,sa1,YES,G1gat=0 G4gat=1 G8gat=0 G11gat=1 G14gat=0 G17gat=X G21gat=X G24gat=1 G27gat=X G30gat=X G34gat=X G37gat=1 G40gat=X G43gat=X G47gat=X G50gat=1 G53gat=X G56gat=X G60gat=X G63gat=0 G66gat=X G69gat=1 G73gat=1 G76gat=1 G79gat=0 G82gat=X G86gat=X G89gat=X G92gat=X G95gat=X G99gat=X G102gat=X G105gat=X G108gat=X G112gat=X G115gat=X,0.008514
G345gat,sa0,YES,G1gat=1 G4gat=1 G8gat=1 G11gat=1 G14gat=0 G17gat=X G21gat=1 G24gat=1 G27gat=1 G30gat=X G34gat=1 G37gat=1 G40gat=1 G43gat=X G47gat=1 G50gat=1 G53gat=1 G56gat=X G60gat=1 G63gat=1 G66gat=1 G69gat=X G73gat=1 G76gat=1 G79gat=1 G82gat=1 G86gat=1 G89gat=1 G92gat=0 G95gat=X G99gat=1 G102gat=1 G105gat=X G108gat=X G112gat=1 G115gat=X,0.013087
G345gat,sa1,YES,G1gat=0 G4gat=1 G8gat=0 G11gat=1 G14gat=0 G17gat=X G21gat=X G24gat=1 G27gat=X G30gat=X G34gat=X G37gat=1 G40gat=X G43gat=X G47gat=X G50gat=1 G53gat=X G56gat=X G60gat=X G63gat=1 G66gat=X G69gat=X G73gat=X G76gat=0 G79gat=X G82gat=1 G86gat=1 G89gat=X G92gat=0 G95gat=X G99gat=X G102gat=X G105gat=X G108gat=X G112gat=X G115gat=X,0.008003
G346gat,sa0,YES,G1gat=1 G4gat=1 G8gat=1 G11gat=1 G14gat=0 G17gat=X G21gat=1 G24gat=1 G27gat=1 G30gat=X G34gat=1 G37gat=1 G40gat=1 G43gat=X G47gat=1 G50gat=1 G53gat=1 G56gat=X G60gat=1 G63gat=1 G66gat=1 G69gat=X G73gat=1 G76gat=1 G79gat=1 G82gat=X G86gat=1 G89gat=1 G92gat=1 G95gat=1 G99gat=1 G102gat=1 G105gat=0 G108gat=X G112gat=1 G115gat=X,0.013026
G346gat,sa1,YES,G1gat=0 G4gat=1 G8gat=0 G11gat=1 G14gat=0 G17gat=X G21gat=X G24gat=1 G27gat=X G30gat=X G34gat=X G37gat=1 G40gat=X G43gat=X G47gat=X G50gat=1 G53gat=X G56gat=X G60gat=X G63gat=1 G66gat=X G69gat=X G73gat=X G76gat=1 G79gat=X G82gat=X G86gat=X G89gat=0 G92gat=X G95gat=1 G99gat=1 G102gat=X G105gat=0 G108gat=X G112gat=X G115gat=X,0.008426
G347gat,sa0,YES,G1gat=1 G4gat=0 G8gat=1 G11gat=1 G14gat=0 G17gat=0 G21gat=1 G24gat=1 G27gat=0 G30gat=0 G34gat=1 G37gat=1 G40gat=0 G43gat=0 G47gat=1 G50gat=1 G53gat=0 G56gat=0 G60gat=1 G63gat=1 G66gat=0 G69gat=0 G73gat=1 G76gat=1 G79gat=0 G82gat=0 G86gat=1 G89gat=1 G92gat=0 G95gat=0 G99gat=1 G102gat=1 G105gat=0 G108gat=1 G112gat=1 G115gat=0,0.256813
G347gat,sa1,NO,-,581.349074
G348gat,sa0,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=1 G17gat=X G21gat=1 G24gat=1 G27gat=1 G30gat=X G34gat=1 G37gat=1 G40gat=1 G43gat=X G47gat=1 G50gat=1 G53gat=1 G56gat=X G60gat=1 G63gat=1 G66gat=1 G69gat=X G73gat=1 G76gat=1 G79gat=1 G82gat=X G86gat=1 G89gat=1 G92gat=1 G95gat=X G99gat=1 G102gat=1 G105gat=1 G108gat=X G112gat=1 G115gat=1,0.018557
G348gat,sa1,YES,G1gat=0 G4gat=1 G8gat=0 G11gat=1 G14gat=0 G17gat=X G21gat=X G24gat=1 G27gat=X G30gat=X G34gat=X G37gat=1 G40gat=X G43gat=X G47gat=X G50gat=1 G53gat=X G56gat=X G60gat=X G63gat=1 G66gat=X G69gat=X G73gat=X G76gat=1 G79gat=X G82gat=X G86gat=X G89gat=1 G92gat=X G95gat=X G99gat=X G102gat=1 G105gat=X G108gat=X G112gat=X G115gat=X,0.006535
G349gat,sa0,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=1 G17gat=X G21gat=1 G24gat=1 G27gat=1 G30gat=X G34gat=1 G37gat=1 G40gat=1 G43gat=X G47gat=1 G50gat=1 G53gat=1 G56gat=X G60gat=1 G63gat=1 G66gat=1 G69gat=X G73gat=1 G76gat=1 G79gat=1 G82gat=X G86gat=1 G89gat=1 G92gat=1 G95gat=X G99gat=1 G102gat=1 G105gat=1 G108gat=X G112gat=1 G115gat=1,0.011503
G349gat,sa1,YES,G1gat=0 G4gat=1 G8gat=0 G11gat=0 G14gat=1 G17gat=1 G21gat=0 G24gat=1 G27gat=0 G30gat=X G34gat=X G37gat=1 G40gat=X G43gat=X G47gat=X G50gat=1 G53gat=X G56gat=X G60gat=X G63gat=1 G66gat=X G69gat=X G73gat=X G76gat=1 G79gat=X G82gat=X G86gat=X G89gat=1 G92gat=X G95gat=X G99gat=X G102gat=1 G105gat=X G108gat=X G112gat=X G115gat=X,43.526178
G350gat,sa0,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=1 G17gat=X G21gat=1 G24gat=1 G27gat=1 G30gat=X G34gat=1 G37gat=1 G40gat=1 G43gat=X G47gat=1 G50gat=1 G53gat=1 G56gat=X G60gat=1 G63gat=1 G66gat=1 G69gat=X G73gat=1 G76gat=1 G79gat=1 G82gat=X G86gat=1 G89gat=1 G92gat=1 G95gat=X G99gat=1 G102gat=1 G105gat=1 G108gat=X G112gat=1 G115gat=1,0.014516
G350gat,sa1,YES,G1gat=0 G4gat=1 G8gat=0 G11gat=1 G14gat=1 G17gat=X G21gat=X G24gat=0 G27gat=X G30gat=1 G34gat=0 G37gat=1 G40gat=0 G43gat=X G47gat=X G50gat=1 G53gat=X G56gat=X G60gat=X G63gat=1 G66gat=X G69gat=X G73gat=X G76gat=1 G79gat=X G82gat=X G86gat=X G89gat=1 G92gat=X G95gat=X G99gat=X G102gat=1 G105gat=X G108gat=X G112gat=X G115gat=X,46.848502
G351gat,sa0,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=1 G17gat=X G21gat=1 G24gat=1 G27gat=1 G30gat=X G34gat=1 G37gat=1 G40gat=1 G43gat=X G47gat=1 G50gat=1 G53gat=1 G56gat=X G60gat=1 G63gat=1 G66gat=1 G69gat=X G73gat=1 G76gat=1 G79gat=1 G82gat=X G86gat=1 G89gat=1 G92gat=1 G95gat=X G99gat=1 G102gat=1 G105gat=1 G108gat=X G112gat=1 G115gat=1,0.017679
G351gat,sa1,YES,G1gat=0 G4gat=1 G8gat=0 G11gat=1 G14gat=1 G17gat=X G21gat=X G24gat=1 G27gat=X G30gat=X G34gat=X G37gat=0 G40gat=X G43gat=1 G47gat=0 G50gat=1 G53gat=0 G56gat=X G60gat=X G63gat=1 G66gat=X G69gat=X G73gat=X G76gat=1 G79gat=X G82gat=X G86gat=X G89gat=1 G92gat=X G95gat=X G99gat=X G102gat=1 G105gat=X G108gat=X G112gat=X G115gat=X,49.368892
G352gat,sa0,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=1 G17gat=X G21gat=1 G24gat=1 G27gat=1 G30gat=X G34gat=1 G37gat=1 G40gat=1 G43gat=X G47gat=1 G50gat=1 G53gat=1 G56gat=X G60gat=1 G63gat=1 G66gat=1 G69gat=X G73gat=1 G76gat=1 G79gat=1 G82gat=X G86gat=1 G89gat=1 G92gat=1 G95gat=X G99gat=1 G102gat=1 G105gat=1 G108gat=X G112gat=1 G115gat=1,0.011509
G352gat,sa1,YES,G1gat=0 G4gat=1 G8gat=0 G11gat=1 G14gat=1 G17gat=X G21gat=X G24gat=1 G27gat=X G30gat=X G34gat=X G37gat=1 G40gat=X G43gat=X G47gat=X G50gat=0 G53gat=X G56gat=1 G60gat=0 G63gat=1 G66gat=0 G69gat=X G73gat=X G76gat=1 G79gat=X G82gat=X G86gat=X G89gat=1 G92gat=X G95gat=X G99gat=X G102gat=1 G105gat=X G108gat=X G112gat=X G115gat=X,43.333842
G353gat,sa0,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=1 G17gat=X G21gat=1 G24gat=1 G27gat=1 G30gat=X G34gat=1 G37gat=1 G40gat=1 G43gat=X G47gat=1 G50gat=1 G53gat=1 G56gat=X G60gat=1 G63gat=1 G66gat=1 G69gat=X G73gat=1 G76gat=1 G79gat=1 G82gat=X G86gat=1 G89gat=1 G92gat=1 G95gat=X G99gat=1 G102gat=1 G105gat=1 G108gat=X G112gat=1 G115gat=1,0.012973
G353gat,sa1,YES,G1gat=0 G4gat=1 G8gat=0 G11gat=1 G14gat=1 G17gat=X G21gat=X G24gat=1 G27gat=X G30gat=X G34gat=X G37gat=1 G40gat=X G43gat=X G47gat=X G50gat=1 G53gat=X G56gat=X G60gat=X G63gat=0 G66gat=X G69gat=1 G73gat=0 G76gat=1 G79gat=0 G82gat=X G86gat=X G89gat=1 G92gat=X G95gat=X G99gat=X G102gat=1 G105gat=X G108gat=X G112gat=X G115gat=X,38.169323
G354gat,sa0,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=1 G17gat=X G21gat=1 G24gat=1 G27gat=1 G30gat=X G34gat=1 G37gat=1 G40gat=1 G43gat=X G47gat=1 G50gat=1 G53gat=1 G56gat=X G60gat=1 G63gat=1 G66gat=1 G69gat=X G73gat=1 G76gat=1 G79gat=1 G82gat=X G86gat=1 G89gat=1 G92gat=1 G95gat=X G99gat=1 G102gat=1 G105gat=1 G108gat=X G112gat=1 G115gat=1,0.010795
G354gat,sa1,YES,G1gat=0 G4gat=1 G8gat=0 G11gat=1 G14gat=1 G17gat=X G21gat=X G24gat=1 G27gat=X G30gat=X G34gat=X G37gat=1 G40gat=X G43gat=X G47gat=X G50gat=1 G53gat=X G56gat=X G60gat=X G63gat=1 G66gat=X G69gat=X G73gat=X G76gat=0 G79gat=X G82gat=1 G86gat=0 G89gat=1 G92gat=0 G95gat=X G99gat=X G102gat=1 G105gat=X G108gat=X G112gat=X G115gat=X,36.760198
G355gat,sa0,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=1 G17gat=X G21gat=1 G24gat=1 G27gat=1 G30gat=X G34gat=1 G37gat=1 G40gat=1 G43gat=X G47gat=1 G50gat=1 G53gat=1 G56gat=X G60gat=1 G63gat=1 G66gat=1 G69gat=X G73gat=1 G76gat=1 G79gat=1 G82gat=X G86gat=1 G89gat=1 G92gat=1 G95gat=X G99gat=1 G102gat=1 G105gat=1 G108gat=X G112gat=1 G115gat=1,0.010737
G355gat,sa1,YES,G1gat=0 G4gat=1 G8gat=0 G11gat=1 G14gat=1 G17gat=X G21gat=X G24gat=1 G27gat=X G30gat=X G34gat=X G37gat=1 G40gat=X G43gat=X G47gat=X G50gat=1 G53gat=X G56gat=X G60gat=X G63gat=1 G66gat=X G69gat=X G73gat=X G76gat=1 G79gat=X G82gat=X G86gat=X G89gat=0 G92gat=X G95gat=1 G99gat=0 G102gat=1 G105gat=0 G108gat=X G112gat=X G115gat=X,36.815294
G356gat,sa0,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=1 G17gat=X G21gat=1 G24gat=1 G27gat=1 G30gat=X G34gat=1 G37gat=1 G40gat=1 G43gat=X G47gat=1 G50gat=1 G53gat=1 G56gat=X G60gat=1 G63gat=1 G66gat=1 G69gat=X G73gat=1 G76gat=1 G79gat=1 G82gat=X G86gat=1 G89gat=1 G92gat=1 G95gat=X G99gat=1 G102gat=1 G105gat=1 G108gat=X G112gat=1 G115gat=1,0.010079
G356gat,sa1,YES,G1gat=0 G4gat=1 G8gat=0 G11gat=1 G14gat=1 G17gat=X G21gat=X G24gat=1 G27gat=X G30gat=X G34gat=X G37gat=1 G40gat=X G43gat=X G47gat=X G50gat=1 G53gat=X G56gat=X G60gat=X G63gat=1 G66gat=X G69gat=X G73gat=X G76gat=1 G79gat=X G82gat=X G86gat=X G89gat=1 G92gat=X G95gat=X G99gat=X G102gat=0 G105gat=X G108gat=1 G112gat=0 G115gat=0,36.397815
G357gat,sa0,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=1 G17gat=X G21gat=1 G24gat=1 G27gat=1 G30gat=X G34gat=1 G37gat=1 G40gat=1 G43gat=X G47gat=1 G50gat=1 G53gat=1 G56gat=X G60gat=1 G63gat=1 G66gat=1 G69gat=X G73gat=1 G76gat=1 G79gat=1 G82gat=X G86gat=1 G89gat=1 G92gat=1 G95gat=X G99gat=1 G102gat=1 G105gat=1 G108gat=X G112gat=1 G115gat=1,0.011352
G357gat,sa1,YES,G1gat=0 G4gat=1 G8gat=0 G11gat=X G14gat=0 G17gat=X G21gat=X G24gat=X G27gat=X G30gat=X G34gat=X G37gat=X G40gat=X G43gat=X G47gat=X G50gat=X G53gat=X G56gat=X G60gat=X G63gat=X G66gat=X G69gat=X G73gat=X G76gat=X G79gat=X G82gat=X G86gat=X G89gat=X G92gat=X G95gat=X G99gat=X G102gat=X G105gat=X G108gat=X G112gat=X G115gat=X,0.002
G360gat,sa0,YES,G1gat=0 G4gat=1 G8gat=0 G11gat=1 G14gat=0 G17gat=X G21gat=X G24gat=1 G27gat=0 G30gat=X G34gat=X G37gat=1 G40gat=0 G43gat=X G47gat=X G50gat=1 G53gat=0 G56gat=X G60gat=X G63gat=1 G66gat=0 G69gat=X G73gat=X G76gat=1 G79gat=0 G82gat=X G86gat=X G89gat=0 G92gat=0 G95gat=1 G99gat=0 G102gat=X G105gat=1 G108gat=X G112gat=X G115gat=0,2.787759
G360gat,sa1,YES,G1gat=1 G4gat=0 G8gat=1 G11gat=1 G14gat=1 G17gat=0 G21gat=1 G24gat=1 G27gat=1 G30gat=0 G34gat=1 G37gat=1 G40gat=1 G43gat=0 G47gat=1 G50gat=1 G53gat=1 G56gat=0 G60gat=1 G63gat=1 G66gat=1 G69gat=0 G73gat=1 G76gat=1 G79gat=1 G82gat=0 G86gat=1 G89gat=1 G92gat=1 G95gat=0 G99gat=1 G102gat=1 G105gat=1 G108gat=1 G112gat=1 G115gat=1,0.017529
G370gat,sa0,YES,G1gat=0 G4gat=1 G8gat=0 G11gat=X G14gat=0 G17gat=X G21gat=X G24gat=X G27gat=X G30gat=X G34gat=X G37gat=X G40gat=X G43gat=X G47gat=X G50gat=X G53gat=X G56gat=X G60gat=X G63gat=X G66gat=X G69gat=X G73gat=X G76gat=X G79gat=X G82gat=X G86gat=X G89gat=X G92gat=X G95gat=X G99gat=X G102gat=X G105gat=X G108gat=X G112gat=X G115gat=X,0.002
G370gat,sa1,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=1 G17gat=X G21gat=1 G24gat=1 G27gat=1 G30gat=X G34gat=1 G37gat=1 G40gat=1 G43gat=X G47gat=1 G50gat=1 G53gat=1 G56gat=X G60gat=1 G63gat=1 G66gat=1 G69gat=X G73gat=1 G76gat=1 G79gat=1 G82gat=X G86gat=1 G89gat=1 G92gat=1 G95gat=X G99gat=1 G102gat=1 G105gat=1 G108gat=X G112gat=1 G115gat=1,0.012516
G371gat,sa0,YES,G1gat=1 G4gat=1 G8gat=1 G11gat=0 G14gat=0 G17gat=0 G21gat=X G24gat=0 G27gat=X G30gat=0 G34gat=X G37gat=0 G40gat=X G43gat=0 G47gat=X G50gat=0 G53gat=X G56gat=0 G60gat=X G63gat=0 G66gat=X G69gat=0 G73gat=X G76gat=0 G79gat=X G82gat=0 G86gat=X G89gat=0 G92gat=X G95gat=0 G99gat=X G102gat=1 G105gat=X G108gat=1 G112gat=1 G115gat=0,0.019029
G371gat,sa1,YES,G1gat=0 G4gat=1 G8gat=0 G11gat=0 G14gat=1 G17gat=1 G21gat=1 G24gat=0 G27gat=X G30gat=1 G34gat=1 G37gat=0 G40gat=X G43gat=1 G47gat=1 G50gat=0 G53gat=X G56gat=1 G60gat=1 G63gat=0 G66gat=X G69gat=1 G73gat=1 G76gat=0 G79gat=X G82gat=1 G86gat=1 G89gat=0 G92gat=X G95gat=1 G99gat=1 G102gat=0 G105gat=X G108gat=1 G112gat=0 G115gat=0,0.013516
G372gat,sa0,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=1 G17gat=1 G21gat=1 G24gat=1 G27gat=1 G30gat=0 G34gat=1 G37gat=1 G40gat=1 G43gat=0 G47gat=1 G50gat=1 G53gat=1 G56gat=0 G60gat=1 G63gat=1 G66gat=1 G69gat=X G73gat=1 G76gat=1 G79gat=1 G82gat=X G86gat=1 G89gat=1 G92gat=1 G95gat=X G99gat=1 G102gat=1 G105gat=1 G108gat=X G112gat=1 G115gat=1,0.013483
G372gat,sa1,YES,G1gat=0 G4gat=1 G8gat=0 G11gat=0 G14gat=0 G17gat=1 G21gat=0 G24gat=1 G27gat=1 G30gat=X G34gat=X G37gat=1 G40gat=X G43gat=X G47gat=X G50gat=1 G53gat=X G56gat=X G60gat=X G63gat=X G66gat=X G69gat=X G73gat=X G76gat=X G79gat=X G82gat=X G86gat=X G89gat=X G92gat=X G95gat=X G99gat=X G102gat=X G105gat=X G108gat=X G112gat=X G115gat=X,0.006399
G373gat,sa0,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=1 G17gat=0 G21gat=1 G24gat=1 G27gat=1 G30gat=1 G34gat=1 G37gat=1 G40gat=1 G43gat=0 G47gat=1 G50gat=1 G53gat=1 G56gat=0 G60gat=1 G63gat=1 G66gat=1 G69gat=X G73gat=1 G76gat=1 G79gat=1 G82gat=X G86gat=1 G89gat=1 G92gat=1 G95gat=X G99gat=1 G102gat=1 G105gat=1 G108gat=X G112gat=1 G115gat=1,0.015254
G373gat,sa1,YES,G1gat=0 G4gat=1 G8gat=0 G11gat=1 G14gat=0 G17gat=X G21gat=X G24gat=0 G27gat=X G30gat=1 G34gat=0 G37gat=1 G40gat=1 G43gat=X G47gat=X G50gat=1 G53gat=X G56gat=X G60gat=X G63gat=X G66gat=X G69gat=X G73gat=X G76gat=X G79gat=X G82gat=X G86gat=X G89gat=X G92gat=X G95gat=X G99gat=X G102gat=X G105gat=X G108gat=X G112gat=X G115gat=X,0.006999
G374gat,sa0,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=1 G17gat=0 G21gat=1 G24gat=1 G27gat=1 G30gat=0 G34gat=1 G37gat=1 G40gat=1 G43gat=1 G47gat=1 G50gat=1 G53gat=1 G56gat=0 G60gat=1 G63gat=1 G66gat=1 G69gat=X G73gat=1 G76gat=1 G79gat=1 G82gat=X G86gat=1 G89gat=1 G92gat=1 G95gat=X G99gat=1 G102gat=1 G105gat=1 G108gat=X G112gat=1 G115gat=1,0.01253
G374gat,sa1,YES,G1gat=0 G4gat=1 G8gat=0 G11gat=1 G14gat=0 G17gat=X G21gat=X G24gat=1 G27gat=X G30gat=X G34gat=X G37gat=0 G40gat=X G43gat=1 G47gat=0 G50gat=1 G53gat=1 G56gat=X G60gat=X G63gat=X G66gat=X G69gat=X G73gat=X G76gat=X G79gat=X G82gat=X G86gat=X G89gat=X G92gat=X G95gat=X G99gat=X G102gat=X G105gat=X G108gat=X G112gat=X G115gat=X,0.007003
G375gat,sa0,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=1 G17gat=0 G21gat=1 G24gat=1 G27gat=1 G30gat=0 G34gat=1 G37gat=1 G40gat=1 G43gat=0 G47gat=1 G50gat=1 G53gat=1 G56gat=1 G60gat=1 G63gat=1 G66gat=1 G69gat=X G73gat=1 G76gat=1 G79gat=1 G82gat=X G86gat=1 G89gat=1 G92gat=1 G95gat=X G99gat=1 G102gat=1 G105gat=1 G108gat=X G112gat=1 G115gat=1,0.013026
G375gat,sa1,YES,G1gat=0 G4gat=1 G8gat=0 G11gat=1 G14gat=0 G17gat=X G21gat=X G24gat=1 G27gat=X G30gat=X G34gat=X G37gat=1 G40gat=X G43gat=X G47gat=X G50gat=0 G53gat=X G56gat=1 G60gat=0 G63gat=X G66gat=1 G69gat=X G73gat=X G76gat=X G79gat=X G82gat=X G86gat=X G89gat=X G92gat=X G95gat=X G99gat=X G102gat=X G105gat=X G108gat=X G112gat=X G115gat=X,0.008011
G376gat,sa0,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=1 G17gat=0 G21gat=1 G24gat=1 G27gat=1 G30gat=0 G34gat=1 G37gat=1 G40gat=1 G43gat=0 G47gat=1 G50gat=1 G53gat=1 G56gat=0 G60gat=1 G63gat=1 G66gat=1 G69gat=1 G73gat=1 G76gat=1 G79gat=1 G82gat=0 G86gat=1 G89gat=1 G92gat=1 G95gat=X G99gat=1 G102gat=1 G105gat=1 G108gat=X G112gat=1 G115gat=1,0.016772
G376gat,sa1,YES,G1gat=0 G4gat=1 G8gat=0 G11gat=1 G14gat=0 G17gat=X G21gat=X G24gat=1 G27gat=X G30gat=X G34gat=X G37gat=1 G40gat=X G43gat=X G47gat=X G50gat=1 G53gat=X G56gat=X G60gat=X G63gat=0 G66gat=X G69gat=1 G73gat=0 G76gat=1 G79gat=1 G82gat=X G86gat=X G89gat=X G92gat=X G95gat=X G99gat=X G102gat=X G105gat=X G108gat=X G112gat=X G115gat=X,0.007894
G377gat,sa0,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=1 G17gat=0 G21gat=1 G24gat=1 G27gat=1 G30gat=0 G34gat=1 G37gat=1 G40gat=1 G43gat=0 G47gat=1 G50gat=1 G53gat=1 G56gat=0 G60gat=1 G63gat=1 G66gat=1 G69gat=0 G73gat=1 G76gat=1 G79gat=1 G82gat=1 G86gat=1 G89gat=1 G92gat=1 G95gat=X G99gat=1 G102gat=1 G105gat=1 G108gat=X G112gat=1 G115gat=1,0.014512
G377gat,sa1,YES,G1gat=0 G4gat=1 G8gat=0 G11gat=1 G14gat=0 G17gat=X G21gat=X G24gat=1 G27gat=X G30gat=X G34gat=X G37gat=1 G40gat=X G43gat=X G47gat=X G50gat=1 G53gat=X G56gat=X G60gat=X G63gat=1 G66gat=X G69gat=X G73gat=X G76gat=0 G79gat=X G82gat=1 G86gat=0 G89gat=X G92gat=1 G95gat=X G99gat=X G102gat=X G105gat=X G108gat=X G112gat=X G115gat=X,0.006503
G378gat,sa0,YES,G1gat=1 G4gat=X G8gat=1 G11gat=1 G14gat=1 G17gat=0 G21gat=1 G24gat=1 G27gat=1 G30gat=0 G34gat=1 G37gat=1 G40gat=1 G43gat=0 G47gat=1 G50gat=1 G53gat=1 G56gat=0 G60gat=1 G63gat=1 G66gat=1 G69gat=0 G73gat=1 G76gat=1 G79gat=1 G82gat=0 G86gat=1 G89gat=1 G92gat=1 G95gat=1 G99gat=1 G102gat=1 G105gat=1 G108gat=X G112gat=1 G115gat=1,0.014519
G378gat,sa1,YES,G1gat=0 G4gat=1 G8gat=0 G11gat=1 G14gat=0 G17gat=X G21gat=X G24gat=1 G27gat=X G30gat=X G34gat=X G37gat=1 G40gat=X G43gat=X G47gat=X G50gat=1 G53gat=X G56gat=X G60gat=X G63gat=1 G66gat=X G69gat=X G73gat=X G76gat=1 G79gat=X G82gat=X G86gat=X G89gat=0 G92gat=X G95gat=1 G99gat=0 G102gat=X G105gat=1 G108gat=X G112gat=X G115gat=X,0.008021
G379gat,sa0,YES,G1gat=1 G4gat=0 G8gat=1 G11gat=1 G14gat=1 G17gat=0 G21gat=1 G24gat=1 G27gat=1 G30gat=0 G34gat=1 G37gat=1 G40gat=1 G43gat=0 G47gat=1 G50gat=1 G53gat=1 G56gat=0 G60gat=1 G63gat=1 G66gat=1 G69gat=0 G73gat=1 G76gat=1 G79gat=1 G82gat=0 G86gat=1 G89gat=1 G92gat=1 G95gat=0 G99gat=1 G102gat=1 G105gat=1 G108gat=1 G112gat=1 G115gat=1,0.016174
G379gat,sa1,NO,-,3662.860815
G380gat,sa0,YES,G1gat=X G4gat=0 G8gat=X G11gat=1 G14gat=X G17gat=1 G21gat=1 G24gat=1 G27gat=1 G30gat=X G34gat=1 G37gat=1 G40gat=1 G43gat=X G47gat=1 G50gat=1 G53gat=1 G56gat=X G60gat=1 G63gat=1 G66gat=1 G69gat=X G73gat=1 G76gat=1 G79gat=1 G82gat=X G86gat=1 G89gat=1 G92gat=1 G95gat=X G99gat=1 G102gat=1 G105gat=1 G108gat=X G112gat=1 G115gat=1,0.028553
